grid_type,grid_id,age0to15,age15to65,age65plus,total,p_age0to15,p_age15to65,p_age65plus,d_age0to15,d_age15to65,d_age65plus,longitude,latitude
hex_10000km2,566,307600.4019113599,1441187.2404250097,355594.44326365314,2104382.085600023,0.14617136498938296,0.6848505555558764,0.16897807945474044,-0.021292818320756718,0.026121881803329527,-0.004829063482573032,20.216446062802287,51.956010924892034
hex_10000km2,580,279900.33291319845,1375670.5844425496,446679.9128199625,2102250.8301757104,0.13314316678842925,0.6543798507276928,0.21247698248387803,-0.034321016521710435,-0.004348823024854065,0.038669839546564555,8.409138488405175,53.223585374297336
hex_10000km2,370,392765.9268994686,1293211.7707488425,341220.6832108831,2027198.380859194,0.19374814552338057,0.6379305463931637,0.16832130808345577,0.02628396221324089,-0.020798127359383134,-0.005485834853857702,5.1987071523617585,45.59173819265547
hex_10000km2,524,288227.301765737,1304482.9403741604,416064.36397389683,2008774.6061137943,0.1434841424660111,0.6493923889738097,0.2071234685601792,-0.02398004084412858,-0.009336284778737158,0.03331632562286574,13.81824531499948,50.66161973696802
hex_10000km2,613,332083.53708837886,1245724.5668779837,376074.02950492426,1953882.1334712869,0.16996088525483155,0.637563825134537,0.19247528961063137,0.0024967019446918703,-0.021164848618009824,0.018668146673317898,-1.6079927189648948,54.3630053990622
hex_10000km2,523,227538.20550743898,1203646.0093003397,501039.2159801411,1932223.4307879198,0.11775977968275321,0.6229331401956545,0.2593070801215923,-0.04970440362738647,-0.035795533556892356,0.08549993718427884,12.298979386025703,50.70196379392006
hex_10000km2,301,252905.17358025897,1190165.4171580204,451624.1846258354,1894694.7753641147,0.13348069402453316,0.6281568053246462,0.2383625006508207,-0.033983489285606516,-0.030571868427900606,0.06455535771350723,12.020420871186912,44.00299310364708
hex_10000km2,338,251143.83579583757,1182176.920863063,450999.2481544161,1884320.0048133165,0.13328088390205192,0.6273758798098542,0.23934323628809404,-0.03418329940808776,-0.031352793942692636,0.06553609335078056,7.3019356947718075,44.82713162104965
hex_10000km2,216,252553.1668966867,1225021.9277673026,403681.386330205,1881256.4809941943,0.13424706808888653,0.6511722033350343,0.21458072857607915,-0.033217115221253146,-0.007556470417512506,0.04077358563876568,13.261946208596749,42.28998828799671
hex_10000km2,290,265926.77515849157,1206245.7326776262,401161.3126889727,1873333.8205250902,0.14195375765113397,0.6439032485622445,0.2141429937866217,-0.025510425659005714,-0.014825425190302388,0.040335850849308214,-2.5878111383272318,43.24914834597811
hex_10000km2,508,286205.8962182733,1296766.2924101464,286478.5596483439,1869450.7482767636,0.15309624844735512,0.6936616509450647,0.1532421006075802,-0.014367934862784565,0.03493297719251787,-0.020565042329733274,18.947360807537272,49.53402261361896
hex_10000km2,479,253201.98316747163,1242965.9370178776,371370.9658391903,1867538.8860245396,0.13558056812753538,0.6655636176143027,0.19885581425816182,-0.0318836151826043,0.006834943861755871,0.025048671320848342,10.751287188542605,49.04878722615943
hex_10000km2,454,261649.26558960008,1225719.7235986332,364861.24672846426,1852230.2359166974,0.14126173977508028,0.6617534363874615,0.1969848238374582,-0.026202443535059405,0.0030247626349146906,0.023177680900144715,10.016205091320177,48.21414149662296
hex_10000km2,296,333288.9446726447,1149571.920541545,366607.33311668615,1849468.198330876,0.18020798896322424,0.621568903741638,0.19822310729513765,0.012743805653084556,-0.037159770010908866,0.02441596435782417,5.339796342205301,43.91757892594874
hex_10000km2,215,248923.35594821323,1193710.7485756418,395029.73890060425,1837663.8434244592,0.13545641486004767,0.6495805818060716,0.2149630033338808,-0.03200776845009201,-0.009148091946475256,0.04115586039656732,11.963643647908327,42.32362000883394
hex_10000km2,230,392595.83375825675,1306604.2891740727,136247.9089152658,1835448.031847595,0.21389645849196978,0.7118721241368089,0.07423141737122146,0.0464322751818301,0.05314345038426205,-0.09957572556609201,32.21814689048464,39.82667068298339
hex_10000km2,81,274679.1665566265,1206107.8896414214,351522.01421219116,1832309.070410239,0.14990875229097025,0.658244784746595,0.19184646296243474,-0.017555431019169426,-4.8388900595186524e-4,0.018039320025121264,-0.4094447658374533,38.41030545687437
hex_10000km2,202,248849.5000507626,1203205.7998564346,353602.5268197644,1805657.8267269614,0.1378165322174254,0.6663531606303472,0.1958303071522275,-0.029647651092714278,0.007624486877800374,0.022023164214914015,-8.518168581126552,40.61001338623124
hex_10000km2,435,263424.8450909965,1208190.1900029122,319657.2091071014,1791272.2442010099,0.14706019475475998,0.6744871941795876,0.17845261106565252,-0.0204039885553797,0.015758520427040734,0.0046454681283390475,19.216025585965124,46.98451828774935
hex_10000km2,476,284025.5880860804,1148001.2352281127,332499.8491897496,1764526.6725039426,0.16096417952301922,0.650600103198807,0.18843571727817376,-0.006500003787120456,-0.008128570553739833,0.01462857434086029,6.345013837583383,48.99160390560413
hex_10000km2,452,289630.3982881163,1122372.9157716767,313170.4908431024,1725173.8049028954,0.1678847646915313,0.6505854149778558,0.18152982033061288,4.2058138139161594e-4,-0.00814325877469102,0.007722677393299404,7.126970926009531,48.17673844703656
hex_10000km2,521,213360.81146481298,1087378.3791867378,343908.8240261543,1644648.014677705,0.12973037972907803,0.6611617619590335,0.20910785831188852,-0.03773380358106165,0.0024330882064866888,0.03530071537457505,9.256217037738466,50.7224863794907
hex_10000km2,165,482863.61744970223,1053864.0462997484,102865.46698784163,1639593.1307372919,0.2945020983544669,0.6427594910853567,0.06273841056017666,0.1270379150443272,-0.015969182667190163,-0.11106873237713681,36.33633582877001,37.00677311185565
hex_10000km2,533,264693.3356883381,1000335.6571760691,373683.8306326788,1638712.823497086,0.16152515065053968,0.6104398786855822,0.22803497066387807,-0.0059390326595999965,-0.048288795066964596,0.05422782772656459,-2.271997118207964,50.91180458971857
hex_10000km2,564,258482.41062400426,1136528.5347663139,238344.45513119714,1633355.4005215152,0.1582523990440006,0.6958243958439363,0.14592320511206316,-0.009211784266139084,0.03709572209138945,-0.02788393782525031,17.100713666348348,52.185168069160476
hex_10000km2,181,235929.02375644323,1085634.8840335289,306350.1934819756,1627914.1012719478,0.14492719460572484,0.66688708156363,0.18818572383064508,-0.02253698870441484,0.008158407811083124,0.014378580893331605,13.857212493756442,41.42718141300198
hex_10000km2,339,195750.60238811915,1000502.6464422339,419249.48820985924,1615502.7370402124,0.12117008402397192,0.619313495113769,0.25951642086225907,-0.04629409928616776,-0.03941517863877786,0.08570927792494559,8.6581973275813091,44.853314708604785
hex_10000km2,459,233871.42241201457,1110901.5734185076,262127.8003391797,1606900.796169702,0.14554191706761455,0.6913317711127621,0.16312631181962328,-0.021922266242525135,0.03260309736021527,-0.010680831117690193,17.222002881858042,47.977118061362
hex_10000km2,340,218877.3523721066,1020892.3062861213,364986.1983485779,1604755.8570068057,0.13639292943934608,0.636166742641022,0.22744032791963195,-0.031071253870793597,-0.022561931111524824,0.05363318498231848,10.015217057536267,44.86191351793983
hex_10000km2,507,235363.14344634433,1071980.27499757,285672.8037835674,1593016.2222274817,0.1477468591733742,0.6729248955786792,0.1793282452479467,-0.01971732413676547,0.014196221826132338,0.0055211023106332136,17.46906380972917,49.6417913891057
hex_10000km2,503,200357.54135651613,1052546.5807077747,334330.06669092964,1587234.1887552205,0.12623061094320645,0.6631325031709583,0.21063688588583523,-0.04123357236693323,0.004403829418411442,0.03682974294852176,11.511703946928813,49.878148454720645
hex_10000km2,579,243063.08773474395,1028980.4598877969,308973.95592582895,1581017.50354837,0.15373839137721326,0.6508343250965887,0.19542728352619793,-0.013725791932926418,-0.007894348655958172,0.02162014058888445,6.801695243513653,53.191735472381175
