year,age,mortality_sex_ratio
1963,50,1.71884
1963,51,1.68875
1963,52,1.73971
1963,53,1.84372
1963,54,1.85286
1963,55,1.94151
1963,56,1.94987
1963,57,2.05813
1963,58,2.11989
1963,59,2.16215
1963,60,2.15302
1963,61,2.09520
1963,62,2.09974
1963,63,2.12223
1963,64,2.15413
1963,65,2.10293
1963,66,2.07342
1963,67,1.95057
1963,68,1.90273
1963,69,1.87673
1963,70,1.82943
1963,71,1.78473
1963,72,1.76695
1963,73,1.70830
1963,74,1.67499
1963,75,1.61821
1963,76,1.62132
1963,77,1.59178
1963,78,1.52984
1963,79,1.47707
1963,80,1.42884
1963,81,1.43664
1963,82,1.41550
1963,83,1.37640
1963,84,1.35516
1963,85,1.31243
1963,86,1.36309
1963,87,1.31885
1963,88,1.32498
1963,89,1.33116
1963,90,1.27013
1963,91,1.29463
1963,92,1.28389
1963,93,1.20399
1963,94,1.20225
1963,95,1.22050
1963,96,1.22303
1963,97,1.00775
1963,98,0.99746
1963,99,1.34448
1963,100,1.05509
1964,0,1.28953
1964,1,1.18553
1964,2,1.19720
1964,3,1.16088
1964,4,1.20551
1964,5,1.37592
1964,6,1.35556
1964,7,1.46732
1964,8,1.34304
1964,9,1.55859
1964,10,1.54545
1964,11,1.61333
1964,12,1.67355
1964,13,1.46667
1964,14,1.82677
1964,15,1.76333
1964,16,2.01348
1964,17,3.12784
1964,18,2.83816
1964,19,2.49206
1964,20,2.39554
1964,21,2.39749
1964,22,2.46714
1964,23,2.40257
1964,24,2.27273
1964,25,1.87766
1964,26,1.72812
1964,27,1.70160
1964,28,1.72607
1964,29,1.48214
1964,30,1.49317
1964,31,1.67246
1964,32,1.36460
1964,33,1.45172
1964,34,1.50870
1964,35,1.49144
1964,36,1.59238
1964,37,1.41425
1964,38,1.42468
1964,39,1.58000
1964,40,1.42743
1964,41,1.47556
1964,42,1.33172
1964,43,1.34359
1964,44,1.34906
1964,45,1.56819
1964,46,1.46060
1964,47,1.54597
1964,48,1.53433
1964,49,1.54282
1964,50,1.61248
1964,51,1.71097
1964,52,1.82164
1964,53,1.76730
1964,54,1.82341
1964,55,2.00782
1964,56,1.95320
1964,57,2.10997
1964,58,2.08721
1964,59,2.11768
1964,60,2.05976
1964,61,2.14663
1964,62,2.16392
1964,63,2.14940
1964,64,2.17461
1964,65,2.08205
1964,66,2.00540
1964,67,1.98962
1964,68,1.97046
1964,69,1.93930
1964,70,1.82327
1964,71,1.85274
1964,72,1.80210
1964,73,1.68747
1964,74,1.65789
1964,75,1.64514
1964,76,1.65474
1964,77,1.60253
1964,78,1.57162
1964,79,1.52723
1964,80,1.44463
1964,81,1.39692
1964,82,1.43394
1964,83,1.33783
1964,84,1.36073
1964,85,1.33578
1964,86,1.35354
1964,87,1.30572
1964,88,1.33306
1964,89,1.28666
1964,90,1.27383
1964,91,1.17899
1964,92,1.26712
1964,93,1.28235
1964,94,1.16913
1964,95,1.22451
1964,96,1.15127
1964,97,1.21322
1964,98,1.38512
1964,99,1.55888
1964,100,0.94969
1965,0,1.32604
1965,1,1.11893
1965,2,1.09661
1965,3,1.29963
1965,4,1.12000
1965,5,1.31616
1965,6,1.51840
1965,7,1.48684
1965,8,1.94298
1965,9,1.86283
1965,10,1.57438
1965,11,1.11215
1965,12,1.61479
1965,13,1.62544
1965,14,1.44860
1965,15,2.04255
1965,16,2.21078
1965,17,2.92020
1965,18,3.08586
1965,19,2.19643
1965,20,2.68447
1965,21,2.30617
1965,22,2.24554
1965,23,2.09544
1965,24,2.20559
1965,25,1.84810
1965,26,1.83302
1965,27,1.79242
1965,28,1.51628
1965,29,1.68339
1965,30,1.55149
1965,31,1.50292
1965,32,1.62060
1965,33,1.41176
1965,34,1.47691
1965,35,1.46774
1965,36,1.56961
1965,37,1.40139
1965,38,1.39084
1965,39,1.27882
1965,40,1.32803
1965,41,1.44080
1965,42,1.35607
1965,43,1.50460
1965,44,1.44048
1965,45,1.48321
1965,46,1.43281
1965,47,1.51147
1965,48,1.62141
1965,49,1.57525
1965,50,1.60903
1965,51,1.79352
1965,52,1.71066
1965,53,1.80541
1965,54,1.98186
1965,55,1.88308
1965,56,2.07373
1965,57,1.95386
1965,58,1.99281
1965,59,2.06180
1965,60,2.17858
1965,61,2.14877
1965,62,2.22257
1965,63,2.13855
1965,64,2.19024
1965,65,2.13177
1965,66,2.08819
1965,67,2.06561
1965,68,1.97943
1965,69,1.96559
1965,70,1.86922
1965,71,1.88411
1965,72,1.73439
1965,73,1.76000
1965,74,1.71299
1965,75,1.65720
1965,76,1.62715
1965,77,1.59562
1965,78,1.58932
1965,79,1.56492
1965,80,1.48567
1965,81,1.47201
1965,82,1.46873
1965,83,1.39912
1965,84,1.38086
1965,85,1.31597
1965,86,1.31982
1965,87,1.29101
1965,88,1.31831
1965,89,1.33786
1965,90,1.27786
1965,91,1.20480
1965,92,1.30088
1965,93,1.19638
1965,94,1.18313
1965,95,1.17639
1965,96,1.27988
1965,97,1.31861
1965,98,1.10027
1965,99,1.16756
1965,100,1.58190
1966,0,1.31934
1966,1,1.16126
1966,2,1.27057
1966,3,1.34906
1966,4,1.19615
1966,5,1.46218
1966,6,1.36364
1966,7,1.34507
1966,8,1.73333
1966,9,1.69328
1966,10,1.46121
1966,11,1.36620
1966,12,1.64777
1966,13,2.04036
1966,14,1.92337
1966,15,1.40155
1966,16,3.26220
1966,17,2.73095
1966,18,3.25995
1966,19,2.49216
1966,20,2.36797
1966,21,2.71850
1966,22,2.42733
1966,23,2.12896
1966,24,1.90392
1966,25,1.68605
1966,26,1.68246
1966,27,1.67199
1966,28,1.38074
1966,29,1.88364
1966,30,1.66719
1966,31,1.59613
1966,32,1.52933
1966,33,1.43908
1966,34,1.32031
1966,35,1.47136
1966,36,1.54981
1966,37,1.29291
1966,38,1.44704
1966,39,1.48568
1966,40,1.40341
1966,41,1.52186
1966,42,1.47480
1966,43,1.38623
1966,44,1.52572
1966,45,1.48467
1966,46,1.50405
1966,47,1.58110
1966,48,1.52201
1966,49,1.55042
1966,50,1.56536
1966,51,1.63653
1966,52,1.79019
1966,53,1.85027
1966,54,1.76664
1966,55,1.88108
1966,56,1.94235
1966,57,2.01894
1966,58,2.12664
1966,59,2.07211
1966,60,2.15207
1966,61,2.15823
1966,62,2.13207
1966,63,2.14003
1966,64,2.20560
1966,65,2.07485
1966,66,2.15698
1966,67,2.13077
1966,68,2.02445
1966,69,1.94538
1966,70,1.88540
1966,71,1.89874
1966,72,1.83228
1966,73,1.77684
1966,74,1.71285
1966,75,1.70330
1966,76,1.59913
1966,77,1.63763
1966,78,1.52031
1966,79,1.58579
1966,80,1.45385
1966,81,1.46417
1966,82,1.48162
1966,83,1.38239
1966,84,1.39536
1966,85,1.32793
1966,86,1.35456
1966,87,1.37532
1966,88,1.28390
1966,89,1.35245
1966,90,1.31147
1966,91,1.34136
1966,92,1.30115
1966,93,1.32371
1966,94,1.20842
1966,95,1.25326
1966,96,1.23592
1966,97,1.19095
1966,98,1.38951
1966,99,1.26085
1966,100,0.86788
1967,0,1.26086
1967,1,1.07500
1967,2,1.21448
1967,3,1.38737
1967,4,1.27098
1967,5,1.66032
1967,6,1.54093
1967,7,1.45675
1967,8,1.46154
1967,9,1.38768
1967,10,1.54196
1967,11,1.12982
1967,12,1.46154
1967,13,1.55072
1967,14,1.96457
1967,15,1.69914
1967,16,2.39623
1967,17,2.39091
1967,18,2.47516
1967,19,2.72554
1967,20,2.84293
1967,21,2.40618
1967,22,2.37789
1967,23,1.89583
1967,24,1.75100
1967,25,2.23191
1967,26,2.10766
1967,27,1.69346
1967,28,1.58491
1967,29,1.30680
1967,30,1.61633
1967,31,1.37500
1967,32,1.45798
1967,33,1.39386
1967,34,1.40116
1967,35,1.29651
1967,36,1.37931
1967,37,1.38161
1967,38,1.45725
1967,39,1.36276
1967,40,1.35778
1967,41,1.43870
1967,42,1.49303
1967,43,1.42571
1967,44,1.42395
1967,45,1.50055
1967,46,1.52726
1967,47,1.53153
1967,48,1.63516
1967,49,1.55300
1967,50,1.61535
1967,51,1.65087
1967,52,1.71687
1967,53,1.74053
1967,54,1.75308
1967,55,1.91435
1967,56,1.94322
1967,57,2.03210
1967,58,1.98205
1967,59,2.07997
1967,60,2.04785
1967,61,2.12097
1967,62,2.12159
1967,63,2.10385
1967,64,2.19369
1967,65,2.17001
1967,66,2.07004
1967,67,2.13789
1967,68,2.02019
1967,69,2.04999
1967,70,1.99179
1967,71,1.89157
1967,72,1.82898
1967,73,1.80402
1967,74,1.72723
1967,75,1.67247
1967,76,1.59940
1967,77,1.65691
1967,78,1.60235
1967,79,1.57306
1967,80,1.49325
1967,81,1.47966
1967,82,1.39666
1967,83,1.40150
1967,84,1.37734
1967,85,1.37493
1967,86,1.34262
1967,87,1.30841
1967,88,1.37701
1967,89,1.30095
1967,90,1.26337
1967,91,1.21555
1967,92,1.27494
1967,93,1.23218
1967,94,1.26017
1967,95,1.16565
1967,96,1.23630
1967,97,1.22120
1967,98,1.27024
1967,99,0.96545
1967,100,1.72017
1968,0,1.33512
1968,1,1.12511
1968,2,1.26124
1968,3,1.32734
1968,4,1.15385
1968,5,1.52174
1968,6,1.57096
1968,7,1.46263
1968,8,1.07251
1968,9,1.62205
1968,10,1.28814
1968,11,1.95545
1968,12,1.38406
1968,13,1.04601
1968,14,1.86525
1968,15,1.71827
1968,16,2.20413
1968,17,2.76216
1968,18,2.68229
1968,19,2.41837
1968,20,2.28979
1968,21,2.63802
1968,22,2.30155
1968,23,2.06621
1968,24,2.10680
1968,25,1.58135
1968,26,1.88511
1968,27,1.55978
1968,28,1.58481
1968,29,1.68782
1968,30,1.32609
1968,31,1.48046
1968,32,1.46255
1968,33,1.21609
1968,34,1.43065
1968,35,1.21834
1968,36,1.52615
1968,37,1.35406
1968,38,1.40307
1968,39,1.38780
1968,40,1.35867
1968,41,1.41137
1968,42,1.50672
1968,43,1.56184
1968,44,1.51281
1968,45,1.37835
1968,46,1.56362
1968,47,1.55677
1968,48,1.51835
1968,49,1.59315
1968,50,1.63677
1968,51,1.71061
1968,52,1.77512
1968,53,1.81932
1968,54,1.74522
1968,55,1.92545
1968,56,1.87234
1968,57,2.01266
1968,58,2.02633
1968,59,2.11840
1968,60,2.02914
1968,61,2.09266
1968,62,2.10570
1968,63,2.04270
1968,64,2.10694
1968,65,2.19774
1968,66,2.13624
1968,67,2.06019
1968,68,2.11533
1968,69,2.04979
1968,70,1.97064
1968,71,1.93809
1968,72,1.86057
1968,73,1.83627
1968,74,1.71294
1968,75,1.75690
1968,76,1.68015
1968,77,1.66421
1968,78,1.58016
1968,79,1.55602
1968,80,1.54402
1968,81,1.45763
1968,82,1.43999
1968,83,1.40261
1968,84,1.40988
1968,85,1.34317
1968,86,1.31882
1968,87,1.34935
1968,88,1.37755
1968,89,1.28962
1968,90,1.25400
1968,91,1.30614
1968,92,1.22830
1968,93,1.19736
1968,94,1.31464
1968,95,1.37485
1968,96,1.24012
1968,97,1.26192
1968,98,1.06763
1968,99,1.08299
1968,100,0.96525
1969,0,1.32069
1969,1,1.17942
1969,2,1.44976
1969,3,1.51869
1969,4,1.38864
1969,5,1.38781
1969,6,1.77350
1969,7,1.92308
1969,8,1.54237
1969,9,1.56604
1969,10,2.39333
1969,11,1.36486
1969,12,1.75543
1969,13,1.56554
1969,14,1.91667
1969,15,1.81362
1969,16,2.36490
1969,17,2.37225
1969,18,2.90585
1969,19,2.31567
1969,20,2.33333
1969,21,2.55138
1969,22,2.05240
1969,23,1.91264
1969,24,1.76099
1969,25,2.19080
1969,26,1.82222
1969,27,1.67103
1969,28,1.27101
1969,29,1.86200
1969,30,1.72772
1969,31,1.67399
1969,32,1.20090
1969,33,1.62931
1969,34,1.47322
1969,35,1.33756
1969,36,1.31297
1969,37,1.39462
1969,38,1.37776
1969,39,1.32213
1969,40,1.55399
1969,41,1.40641
1969,42,1.20284
1969,43,1.35773
1969,44,1.40377
1969,45,1.64618
1969,46,1.61894
1969,47,1.52092
1969,48,1.64413
1969,49,1.67666
1969,50,1.62622
1969,51,1.70621
1969,52,1.65571
1969,53,1.72896
1969,54,1.84546
1969,55,1.86208
1969,56,1.88180
1969,57,1.92799
1969,58,1.97363
1969,59,1.99918
1969,60,2.06619
1969,61,2.06338
1969,62,2.13399
1969,63,2.11451
1969,64,2.21708
1969,65,2.15108
1969,66,2.16257
1969,67,2.13786
1969,68,2.03581
1969,69,2.09285
1969,70,2.06430
1969,71,1.92432
1969,72,1.88009
1969,73,1.82002
1969,74,1.83546
1969,75,1.75235
1969,76,1.68466
1969,77,1.64654
1969,78,1.57859
1969,79,1.53149
1969,80,1.48052
1969,81,1.52755
1969,82,1.43833
1969,83,1.40169
1969,84,1.40892
1969,85,1.38846
1969,86,1.32631
1969,87,1.28581
1969,88,1.30723
1969,89,1.30934
1969,90,1.23569
1969,91,1.34581
1969,92,1.29844
1969,93,1.22827
1969,94,1.23068
1969,95,1.12502
1969,96,1.22812
1969,97,1.13453
1969,98,1.17535
1969,99,1.10292
1969,100,1.35851
1970,0,1.31210
1970,1,1.19147
1970,2,1.26489
1970,3,1.41850
1970,4,1.20244
1970,5,1.19777
1970,6,1.60667
1970,7,1.61600
1970,8,1.29461
1970,9,1.68293
1970,10,1.47917
1970,11,1.44843
1970,12,1.21147
1970,13,1.57269
1970,14,2.01493
1970,15,2.12048
1970,16,2.95638
1970,17,2.96694
1970,18,2.69095
1970,19,2.27880
1970,20,2.25781
1970,21,2.30649
1970,22,2.23843
1970,23,1.95269
1970,24,1.88599
1970,25,1.79158
1970,26,1.65736
1970,27,2.12035
1970,28,1.68762
1970,29,1.58853
1970,30,1.58346
1970,31,1.73333
1970,32,1.62104
1970,33,1.43462
1970,34,1.57312
1970,35,1.60142
1970,36,1.46547
1970,37,1.39929
1970,38,1.26557
1970,39,1.29392
1970,40,1.38240
1970,41,1.31845
1970,42,1.54578
1970,43,1.42972
1970,44,1.45520
1970,45,1.52384
1970,46,1.48425
1970,47,1.42637
1970,48,1.48979
1970,49,1.69572
1970,50,1.65155
1970,51,1.64547
1970,52,1.63817
1970,53,1.86668
1970,54,1.90995
1970,55,1.95697
1970,56,1.94976
1970,57,1.92277
1970,58,2.04680
1970,59,2.05282
1970,60,1.97236
1970,61,2.10013
1970,62,2.08566
1970,63,2.12010
1970,64,2.15031
1970,65,2.15150
1970,66,2.08716
1970,67,2.07135
1970,68,2.06161
1970,69,2.06534
1970,70,2.00654
1970,71,1.96494
1970,72,1.91403
1970,73,1.84001
1970,74,1.80841
1970,75,1.74499
1970,76,1.64203
1970,77,1.69262
1970,78,1.62480
1970,79,1.61653
1970,80,1.51115
1970,81,1.48118
1970,82,1.45848
1970,83,1.38197
1970,84,1.39871
1970,85,1.37836
1970,86,1.31390
1970,87,1.38292
1970,88,1.26046
1970,89,1.31762
1970,90,1.28515
1970,91,1.22317
1970,92,1.14019
1970,93,1.20134
1970,94,1.28959
1970,95,1.15807
1970,96,1.21000
1970,97,1.21621
1970,98,1.28298
1970,99,1.63704
1970,100,1.18234
1971,0,1.31544
1971,1,1.07369
1971,2,1.32343
1971,3,1.14343
1971,4,1.42507
1971,5,1.48980
1971,6,1.52013
1971,7,1.50000
1971,8,1.66667
1971,9,1.54167
1971,10,1.34496
1971,11,1.78689
1971,12,1.46919
1971,13,1.57143
1971,14,1.64855
1971,15,1.69492
1971,16,2.20460
1971,17,2.35035
1971,18,2.73387
1971,19,2.51131
1971,20,2.28935
1971,21,2.58680
1971,22,1.99572
1971,23,2.43511
1971,24,1.84487
1971,25,1.94651
1971,26,2.11848
1971,27,1.77000
1971,28,1.75397
1971,29,1.54662
1971,30,1.66667
1971,31,1.49102
1971,32,1.43586
1971,33,1.36671
1971,34,1.40639
1971,35,1.69330
1971,36,1.53974
1971,37,1.25911
1971,38,1.30389
1971,39,1.45201
1971,40,1.36193
1971,41,1.50342
1971,42,1.49249
1971,43,1.42744
1971,44,1.56237
1971,45,1.54847
1971,46,1.54043
1971,47,1.44909
1971,48,1.53010
1971,49,1.58469
1971,50,1.74354
1971,51,1.68379
1971,52,1.54958
1971,53,1.77617
1971,54,1.87074
1971,55,1.87553
1971,56,1.93694
1971,57,1.85513
1971,58,1.88171
1971,59,2.01652
1971,60,2.03622
1971,61,2.10186
1971,62,2.08414
1971,63,2.02855
1971,64,2.15393
1971,65,2.16153
1971,66,2.18651
1971,67,2.03319
1971,68,2.09531
1971,69,2.10136
1971,70,2.05548
1971,71,1.99836
1971,72,1.88383
1971,73,1.86744
1971,74,1.78161
1971,75,1.76129
1971,76,1.69831
1971,77,1.65042
1971,78,1.63169
1971,79,1.57816
1971,80,1.54603
1971,81,1.50926
1971,82,1.49407
1971,83,1.41398
1971,84,1.43214
1971,85,1.38499
1971,86,1.32489
1971,87,1.32319
1971,88,1.28685
1971,89,1.30242
1971,90,1.23115
1971,91,1.33949
1971,92,1.32015
1971,93,1.12783
1971,94,1.22887
1971,95,1.23311
1971,96,1.17219
1971,97,1.08639
1971,98,1.37592
1971,99,1.19080
1971,100,1.47660
1972,0,1.29150
1972,1,1.08966
1972,2,1.04430
1972,3,1.09599
1972,4,1.17130
1972,5,1.33537
1972,6,1.53618
1972,7,1.54717
1972,8,1.34507
1972,9,1.17690
1972,10,1.42523
1972,11,1.81152
1972,12,1.73822
1972,13,2.09357
1972,14,1.94958
1972,15,1.62581
1972,16,1.76804
1972,17,2.23128
1972,18,2.44282
1972,19,2.50114
1972,20,2.13578
1972,21,2.47356
1972,22,2.27412
1972,23,2.11581
1972,24,2.01663
1972,25,1.97267
1972,26,2.03304
1972,27,1.88696
1972,28,1.68474
1972,29,1.49829
1972,30,1.58852
1972,31,2.07341
1972,32,1.47041
1972,33,1.41767
1972,34,1.41205
1972,35,1.42827
1972,36,1.40336
1972,37,1.35889
1972,38,1.42536
1972,39,1.41352
1972,40,1.34248
1972,41,1.40776
1972,42,1.40315
1972,43,1.51395
1972,44,1.45104
1972,45,1.48028
1972,46,1.59080
1972,47,1.53686
1972,48,1.60279
1972,49,1.56972
1972,50,1.61007
1972,51,1.61778
1972,52,1.74386
1972,53,1.72106
1972,54,1.86534
1972,55,1.85980
1972,56,1.87051
1972,57,1.85615
1972,58,1.88036
1972,59,2.00412
1972,60,1.96551
1972,61,2.07909
1972,62,2.08384
1972,63,2.03168
1972,64,2.12635
1972,65,2.14819
1972,66,2.21559
1972,67,2.10015
1972,68,2.06013
1972,69,2.04666
1972,70,2.04966
1972,71,2.03035
1972,72,1.93221
1972,73,1.89760
1972,74,1.85371
1972,75,1.78916
1972,76,1.75115
1972,77,1.65446
1972,78,1.64110
1972,79,1.58035
1972,80,1.56875
1972,81,1.49609
1972,82,1.45823
1972,83,1.42664
1972,84,1.44531
1972,85,1.41821
1972,86,1.33994
1972,87,1.37424
1972,88,1.36273
1972,89,1.28238
1972,90,1.27656
1972,91,1.25002
1972,92,1.25764
1972,93,1.18009
1972,94,1.27664
1972,95,1.17588
1972,96,1.17431
1972,97,1.30991
1972,98,1.18030
1972,99,1.24413
1972,100,1.30508
1973,0,1.29598
1973,1,1.21602
1973,2,1.26645
1973,3,1.20629
1973,4,1.53488
1973,5,1.36236
1973,6,1.54983
1973,7,1.52119
1973,8,1.46983
1973,9,1.84659
1973,10,1.21759
1973,11,1.45852
1973,12,1.71809
1973,13,1.98352
1973,14,1.91304
1973,15,1.54103
1973,16,1.54591
1973,17,2.49755
1973,18,2.65349
1973,19,2.22458
1973,20,2.70000
1973,21,2.28172
1973,22,2.59472
1973,23,2.39163
1973,24,2.19196
1973,25,1.86558
1973,26,2.10465
1973,27,1.77586
1973,28,2.07006
1973,29,1.69841
1973,30,1.97813
1973,31,1.46090
1973,32,1.40824
1973,33,1.51599
1973,34,1.62788
1973,35,1.57727
1973,36,1.66199
1973,37,1.41536
1973,38,1.39045
1973,39,1.35324
1973,40,1.35953
1973,41,1.44350
1973,42,1.37967
1973,43,1.48381
1973,44,1.53636
1973,45,1.51616
1973,46,1.47191
1973,47,1.49750
1973,48,1.59522
1973,49,1.65228
1973,50,1.62980
1973,51,1.75470
1973,52,1.65979
1973,53,1.74720
1973,54,1.84775
1973,55,1.87821
1973,56,1.92442
1973,57,2.03683
1973,58,1.96792
1973,59,1.98555
1973,60,1.93393
1973,61,2.01505
1973,62,2.05658
1973,63,2.02508
1973,64,2.14170
1973,65,2.03856
1973,66,2.07379
1973,67,2.07641
1973,68,2.05361
1973,69,2.00436
1973,70,1.96702
1973,71,1.95228
1973,72,1.91436
1973,73,1.92603
1973,74,1.88385
1973,75,1.82085
1973,76,1.74138
1973,77,1.70428
1973,78,1.62215
1973,79,1.56201
1973,80,1.56008
1973,81,1.50613
1973,82,1.50194
1973,83,1.44667
1973,84,1.37046
1973,85,1.36069
1973,86,1.30535
1973,87,1.35634
1973,88,1.29841
1973,89,1.26854
1973,90,1.22516
1973,91,1.33337
1973,92,1.22882
1973,93,1.27650
1973,94,1.19332
1973,95,1.20831
1973,96,1.31301
1973,97,1.31748
1973,98,1.28313
1973,99,1.03102
1973,100,1.38466
1974,0,1.34030
1974,1,1.19590
1974,2,1.24640
1974,3,1.39783
1974,4,1.21951
1974,5,1.43137
1974,6,1.49035
1974,7,1.31022
1974,8,1.14786
1974,9,1.39487
1974,10,1.23176
1974,11,1.06320
1974,12,1.66316
1974,13,1.76214
1974,14,1.41434
1974,15,1.43425
1974,16,1.72515
1974,17,2.67939
1974,18,2.86750
1974,19,3.12755
1974,20,2.42857
1974,21,2.28434
1974,22,2.59155
1974,23,2.33167
1974,24,2.15648
1974,25,2.28302
1974,26,1.72301
1974,27,1.95082
1974,28,1.85057
1974,29,1.77230
1974,30,1.76040
1974,31,1.59245
1974,32,1.57716
1974,33,1.60511
1974,34,1.74538
1974,35,1.27479
1974,36,1.23591
1974,37,1.23298
1974,38,1.57027
1974,39,1.41058
1974,40,1.30665
1974,41,1.44126
1974,42,1.44240
1974,43,1.53758
1974,44,1.52582
1974,45,1.51146
1974,46,1.59272
1974,47,1.40418
1974,48,1.56999
1974,49,1.60888
1974,50,1.62993
1974,51,1.66548
1974,52,1.75014
1974,53,1.77463
1974,54,1.81637
1974,55,1.83388
1974,56,1.87749
1974,57,1.83755
1974,58,1.89266
1974,59,1.97870
1974,60,1.93920
1974,61,1.98328
1974,62,1.95335
1974,63,2.01894
1974,64,2.08511
1974,65,2.05862
1974,66,1.99275
1974,67,2.07206
1974,68,2.08411
1974,69,2.06990
1974,70,1.96627
1974,71,1.98524
1974,72,1.91528
1974,73,2.00968
1974,74,1.89501
1974,75,1.79070
1974,76,1.68218
1974,77,1.69743
1974,78,1.64911
1974,79,1.60426
1974,80,1.55500
1974,81,1.51683
1974,82,1.51089
1974,83,1.48241
1974,84,1.45610
1974,85,1.38500
1974,86,1.39009
1974,87,1.30415
1974,88,1.34743
1974,89,1.27704
1974,90,1.30255
1974,91,1.28770
1974,92,1.27572
1974,93,1.19229
1974,94,1.14735
1974,95,1.28451
1974,96,1.34443
1974,97,1.15352
1974,98,1.10921
1974,99,1.32951
1974,100,1.31514
1975,0,1.26604
1975,1,1.18083
1975,2,1.43791
1975,3,1.49136
1975,4,1.18649
1975,5,1.46840
1975,6,1.41600
1975,7,1.34538
1975,8,1.48544
1975,9,1.22845
1975,10,2.08000
1975,11,1.75145
1975,12,1.63212
1975,13,2.05714
1975,14,1.80841
1975,15,1.47273
1975,16,1.70026
1975,17,2.94865
1975,18,2.78186
1975,19,2.90374
1975,20,2.70048
1975,21,2.75439
1975,22,2.50481
1975,23,2.01174
1975,24,1.70913
1975,25,1.91006
1975,26,1.57935
1975,27,2.00476
1975,28,1.62069
1975,29,1.50000
1975,30,1.51111
1975,31,1.52568
1975,32,1.91788
1975,33,1.50336
1975,34,1.48052
1975,35,1.43249
1975,36,1.56587
1975,37,1.39665
1975,38,1.13907
1975,39,1.31961
1975,40,1.48921
1975,41,1.19789
1975,42,1.50493
1975,43,1.39508
1975,44,1.42964
1975,45,1.52908
1975,46,1.55469
1975,47,1.60159
1975,48,1.50382
1975,49,1.60736
1975,50,1.62758
1975,51,1.61529
1975,52,1.70567
1975,53,1.82816
1975,54,1.85897
1975,55,1.75921
1975,56,1.74989
1975,57,1.94219
1975,58,1.92393
1975,59,1.91315
1975,60,1.98475
1975,61,2.01996
1975,62,2.04329
1975,63,2.01630
1975,64,1.94474
1975,65,2.04920
1975,66,2.02674
1975,67,2.09006
1975,68,2.01922
1975,69,2.06041
1975,70,1.99097
1975,71,1.99313
1975,72,1.97525
1975,73,1.96006
1975,74,1.91466
1975,75,1.83106
1975,76,1.84711
1975,77,1.73881
1975,78,1.67905
1975,79,1.63782
1975,80,1.59492
1975,81,1.54974
1975,82,1.48519
1975,83,1.51058
1975,84,1.44391
1975,85,1.38432
1975,86,1.37220
1975,87,1.33466
1975,88,1.34685
1975,89,1.35391
1975,90,1.27607
1975,91,1.22539
1975,92,1.29300
1975,93,1.27043
1975,94,1.29204
1975,95,1.20823
1975,96,1.24244
1975,97,1.32217
1975,98,1.22479
1975,99,1.10799
1975,100,1.00474
1976,0,1.33737
1976,1,1.30025
1976,2,1.39238
1976,3,1.58769
1976,4,1.42949
1976,5,1.24625
1976,6,1.51029
1976,7,1.45982
1976,8,1.38942
1976,9,1.58730
1976,10,1.32381
1976,11,1.18095
1976,12,1.71348
1976,13,1.34156
1976,14,1.75587
1976,15,1.33942
1976,16,1.95506
1976,17,3.82155
1976,18,2.57978
1976,19,3.05435
1976,20,2.69744
1976,21,2.27751
1976,22,2.54364
1976,23,2.40054
1976,24,2.06667
1976,25,1.83408
1976,26,1.92152
1976,27,1.81800
1976,28,1.77547
1976,29,1.63710
1976,30,1.63899
1976,31,1.47267
1976,32,1.74465
1976,33,1.31771
1976,34,1.40897
1976,35,1.55919
1976,36,1.35120
1976,37,1.32399
1976,38,1.43412
1976,39,1.67767
1976,40,1.33630
1976,41,1.43291
1976,42,1.42136
1976,43,1.42836
1976,44,1.39983
1976,45,1.41946
1976,46,1.49698
1976,47,1.54617
1976,48,1.48438
1976,49,1.53710
1976,50,1.54177
1976,51,1.67526
1976,52,1.78798
1976,53,1.68583
1976,54,1.78661
1976,55,1.85540
1976,56,1.85154
1976,57,1.86365
1976,58,1.93325
1976,59,1.97054
1976,60,2.00149
1976,61,1.92525
1976,62,1.93574
1976,63,2.08224
1976,64,2.00368
1976,65,2.03528
1976,66,2.02511
1976,67,2.02780
1976,68,2.03353
1976,69,2.04850
1976,70,1.98115
1976,71,1.98494
1976,72,1.91638
1976,73,1.90944
1976,74,1.91701
1976,75,1.83825
1976,76,1.80210
1976,77,1.69470
1976,78,1.70378
1976,79,1.65366
1976,80,1.57333
1976,81,1.56046
1976,82,1.53047
1976,83,1.43661
1976,84,1.41958
1976,85,1.41541
1976,86,1.35385
1976,87,1.33403
1976,88,1.38524
1976,89,1.34555
1976,90,1.23883
1976,91,1.28494
1976,92,1.24588
1976,93,1.24247
1976,94,1.14061
1976,95,1.18674
1976,96,1.13226
1976,97,1.23835
1976,98,1.29888
1976,99,1.12968
1976,100,1.32044
1977,0,1.28883
1977,1,1.09476
1977,2,1.16573
1977,3,1.10115
1977,4,1.55479
1977,5,1.37681
1977,6,2.01538
1977,7,1.46341
1977,8,1.52604
1977,9,1.81208
1977,10,1.27320
1977,11,1.40642
1977,12,1.54651
1977,13,1.43636
1977,14,1.51364
1977,15,1.96537
1977,16,1.64722
1977,17,2.48064
1977,18,3.25552
1977,19,3.36250
1977,20,2.40253
1977,21,2.59459
1977,22,2.28276
1977,23,1.81988
1977,24,1.96517
1977,25,1.89016
1977,26,2.33073
1977,27,2.00903
1977,28,1.94737
1977,29,1.81299
1977,30,1.64128
1977,31,1.84948
1977,32,1.38889
1977,33,1.53107
