year,age,mortality_sex_ratio
1933,61,1.35372
1933,62,1.35664
1933,63,1.32277
1933,64,1.33106
1933,65,1.33410
1933,66,1.32633
1933,67,1.34867
1933,68,1.38537
1933,69,1.34959
1933,70,1.27352
1933,71,1.25849
1933,72,1.28097
1933,73,1.29631
1933,74,1.29449
1933,75,1.31461
1933,76,1.28432
1933,77,1.28481
1933,78,1.24310
1933,79,1.30396
1933,80,1.27703
1933,81,1.29447
1933,82,1.22740
1933,83,1.19956
1933,84,1.16230
1933,85,1.15382
1933,86,1.21898
1933,87,1.16560
1933,88,1.18324
1933,89,1.18205
1933,90,1.23185
1933,91,1.18380
1933,92,1.15411
1933,93,1.25872
1933,94,1.30372
1933,95,1.19031
1933,96,1.30222
1933,97,1.02298
1933,98,1.17940
1933,99,1.30786
1933,100,0.82129
1934,0,1.28976
1934,1,1.13188
1934,2,1.14228
1934,3,1.02341
1934,4,1.02760
1934,5,1.02757
1934,6,1.09955
1934,7,1.03235
1934,8,1.05502
1934,9,0.97756
1934,10,1.09727
1934,11,1.04432
1934,12,0.97906
1934,13,0.99933
1934,14,1.06514
1934,15,1.01981
1934,16,1.04201
1934,17,1.08691
1934,18,1.15411
1934,19,1.12368
1934,20,1.18143
1934,21,1.20216
1934,22,1.12065
1934,23,1.14099
1934,24,1.15795
1934,25,1.04534
1934,26,1.10498
1934,27,1.05306
1934,28,0.99219
1934,29,0.99563
1934,30,1.00547
1934,31,1.04181
1934,32,1.13813
1934,33,1.13721
1934,34,1.07778
1934,35,1.09421
1934,36,1.24107
1934,37,1.22868
1934,38,1.22096
1934,39,1.20194
1934,40,1.27902
1934,41,1.28067
1934,42,1.23621
1934,43,1.28451
1934,44,1.33413
1934,45,1.37688
1934,46,1.35761
1934,47,1.34535
1934,48,1.35001
1934,49,1.47086
1934,50,1.36599
1934,51,1.44683
1934,52,1.43811
1934,53,1.49871
1934,54,1.47764
1934,55,1.42144
1934,56,1.48832
1934,57,1.48852
1934,58,1.45672
1934,59,1.42674
1934,60,1.40950
1934,61,1.44234
1934,62,1.42197
1934,63,1.39123
1934,64,1.30467
1934,65,1.37077
1934,66,1.32875
1934,67,1.39361
1934,68,1.39447
1934,69,1.40316
1934,70,1.31778
1934,71,1.27439
1934,72,1.34507
1934,73,1.31895
1934,74,1.35260
1934,75,1.26286
1934,76,1.30705
1934,77,1.35579
1934,78,1.28398
1934,79,1.33768
1934,80,1.26419
1934,81,1.26097
1934,82,1.24443
1934,83,1.29537
1934,84,1.26582
1934,85,1.23484
1934,86,1.20097
1934,87,1.21701
1934,88,1.23061
1934,89,1.19662
1934,90,1.12180
1934,91,1.24545
1934,92,1.09779
1934,93,1.24578
1934,94,1.27709
1934,95,1.19597
1934,96,1.33146
1934,97,1.09283
1934,98,1.07252
1934,99,0.84664
1934,100,0.24427
1935,0,1.30470
1935,1,1.08982
1935,2,1.07385
1935,3,1.10802
1935,4,1.10035
1935,5,1.21811
1935,6,1.04983
1935,7,1.06104
1935,8,0.98059
1935,9,1.14516
1935,10,1.10008
1935,11,0.92627
1935,12,0.98764
1935,13,1.05892
1935,14,1.12371
1935,15,0.97344
1935,16,1.04705
1935,17,1.18819
1935,18,1.09212
1935,19,1.12895
1935,20,1.17667
1935,21,1.17145
1935,22,1.09935
1935,23,1.08509
1935,24,1.07000
1935,25,1.14054
1935,26,1.06773
1935,27,1.14743
1935,28,1.01408
1935,29,1.09126
1935,30,0.98908
1935,31,1.01218
1935,32,1.01899
1935,33,1.10921
1935,34,1.21426
1935,35,1.16801
1935,36,1.22601
1935,37,1.27324
1935,38,1.17092
1935,39,1.24205
1935,40,1.19469
1935,41,1.29818
1935,42,1.21346
1935,43,1.34985
1935,44,1.32403
1935,45,1.44440
1935,46,1.44221
1935,47,1.42180
1935,48,1.38448
1935,49,1.40903
1935,50,1.47889
1935,51,1.44275
1935,52,1.42488
1935,53,1.45227
1935,54,1.45106
1935,55,1.49539
1935,56,1.39525
1935,57,1.38941
1935,58,1.46228
1935,59,1.46711
1935,60,1.41119
1935,61,1.40905
1935,62,1.41266
1935,63,1.39482
1935,64,1.40834
1935,65,1.38578
1935,66,1.35080
1935,67,1.35869
1935,68,1.41507
1935,69,1.41101
1935,70,1.35059
1935,71,1.35755
1935,72,1.36822
1935,73,1.30311
1935,74,1.34150
1935,75,1.32642
1935,76,1.33205
1935,77,1.28302
1935,78,1.33605
1935,79,1.32456
1935,80,1.28225
1935,81,1.29998
1935,82,1.30949
1935,83,1.26093
1935,84,1.25101
1935,85,1.27368
1935,86,1.24808
1935,87,1.31327
1935,88,1.22044
1935,89,1.21775
1935,90,1.16927
1935,91,1.13544
1935,92,1.06490
1935,93,1.34969
1935,94,1.29785
1935,95,1.04208
1935,96,1.08979
1935,97,1.12704
1935,98,0.81493
1935,99,0.85638
1935,100,2.11229
1936,0,1.32539
1936,1,1.14392
1936,2,1.10918
1936,3,1.08020
1936,4,1.10930
1936,5,1.14168
1936,6,1.14503
1936,7,1.17249
1936,8,1.10437
1936,9,1.11912
1936,10,1.28257
1936,11,1.14921
1936,12,1.10392
1936,13,1.03627
1936,14,1.13470
1936,15,1.03858
1936,16,1.08745
1936,17,1.09288
1936,18,1.21504
1936,19,1.16014
1936,20,1.14657
1936,21,1.10403
1936,22,1.19380
1936,23,1.19240
1936,24,1.05961
1936,25,1.10041
1936,26,1.05495
1936,27,1.07023
1936,28,1.07740
1936,29,1.05995
1936,30,1.06388
1936,31,1.10683
1936,32,1.03165
1936,33,1.12539
1936,34,1.14784
1936,35,1.19500
1936,36,1.18534
1936,37,1.26638
1936,38,1.22543
1936,39,1.19625
1936,40,1.21646
1936,41,1.24144
1936,42,1.32257
1936,43,1.29600
1936,44,1.33569
1936,45,1.34572
1936,46,1.31721
1936,47,1.39593
1936,48,1.32754
1936,49,1.41878
1936,50,1.38686
1936,51,1.44064
1936,52,1.44200
1936,53,1.48729
1936,54,1.57899
1936,55,1.55093
1936,56,1.51404
1936,57,1.50202
1936,58,1.47551
1936,59,1.48961
1936,60,1.46925
1936,61,1.45166
1936,62,1.48459
1936,63,1.38103
1936,64,1.40413
1936,65,1.34815
1936,66,1.32777
1936,67,1.37445
1936,68,1.32287
1936,69,1.39548
1936,70,1.35780
1936,71,1.38952
1936,72,1.34854
1936,73,1.35823
1936,74,1.32901
1936,75,1.32670
1936,76,1.36593
1936,77,1.28242
1936,78,1.34878
1936,79,1.35829
1936,80,1.29330
1936,81,1.26517
1936,82,1.25879
1936,83,1.29893
1936,84,1.29836
1936,85,1.28405
1936,86,1.22055
1936,87,1.20310
1936,88,1.26616
1936,89,1.29290
1936,90,1.19167
1936,91,1.29063
1936,92,1.27849
1936,93,1.13058
1936,94,1.22217
1936,95,1.06972
1936,96,1.23036
1936,97,0.86898
1936,98,0.91004
1936,99,1.58626
1936,100,1.13258
1937,0,1.30406
1937,1,1.17584
1937,2,1.03430
1937,3,1.11313
1937,4,1.12044
1937,5,1.19736
1937,6,1.08606
1937,7,1.17676
1937,8,1.08598
1937,9,1.08299
1937,10,1.15254
1937,11,0.97092
1937,12,1.14427
1937,13,1.10914
1937,14,1.07198
1937,15,1.15102
1937,16,1.11105
1937,17,1.19459
1937,18,1.15807
1937,19,1.18996
1937,20,1.18155
1937,21,1.01413
1937,22,1.15026
1937,23,1.08343
1937,24,1.16700
1937,25,1.08792
1937,26,1.02834
1937,27,1.07742
1937,28,1.09351
1937,29,1.08104
1937,30,1.13595
1937,31,1.05565
1937,32,1.13439
1937,33,1.12370
1937,34,1.10876
1937,35,1.18319
1937,36,1.12431
1937,37,1.14804
1937,38,1.26812
1937,39,1.28738
1937,40,1.32857
1937,41,1.21782
1937,42,1.37174
1937,43,1.37685
1937,44,1.37918
1937,45,1.45081
1937,46,1.37358
1937,47,1.28235
1937,48,1.44367
1937,49,1.42697
1937,50,1.43226
1937,51,1.50638
1937,52,1.50145
1937,53,1.54470
1937,54,1.42487
1937,55,1.63706
1937,56,1.49891
1937,57,1.51419
1937,58,1.46656
1937,59,1.51535
1937,60,1.40899
1937,61,1.47454
1937,62,1.47344
1937,63,1.43889
1937,64,1.44411
1937,65,1.38279
1937,66,1.36700
1937,67,1.39565
1937,68,1.38197
1937,69,1.38006
1937,70,1.36495
1937,71,1.39465
1937,72,1.33302
1937,73,1.32155
1937,74,1.34302
1937,75,1.31064
1937,76,1.31516
1937,77,1.36125
1937,78,1.35827
1937,79,1.30047
1937,80,1.22112
1937,81,1.28573
1937,82,1.23459
1937,83,1.28363
1937,84,1.25737
1937,85,1.23568
1937,86,1.28047
1937,87,1.20984
1937,88,1.20178
1937,89,1.27439
1937,90,1.21126
1937,91,1.16577
1937,92,1.19960
1937,93,1.12722
1937,94,1.04559
1937,95,1.10395
1937,96,1.24721
1937,97,1.22455
1937,98,1.19988
1937,99,1.53275
1937,100,0.96134
1938,0,1.31537
1938,1,1.16020
1938,2,1.13704
1938,3,1.15755
1938,4,1.05444
1938,5,1.11806
1938,6,1.05952
1938,7,1.05143
1938,8,0.94933
1938,9,1.18834
1938,10,1.09791
1938,11,1.35743
1938,12,1.11445
1938,13,1.05802
1938,14,1.22855
1938,15,1.24143
1938,16,1.20694
1938,17,1.20971
1938,18,1.10322
1938,19,1.18845
1938,20,1.27538
1938,21,1.18158
1938,22,1.25453
1938,23,1.23515
1938,24,1.21300
1938,25,1.19736
1938,26,1.10290
1938,27,1.07052
1938,28,1.23417
1938,29,1.10798
1938,30,1.12597
1938,31,1.11169
1938,32,1.15769
1938,33,1.17588
1938,34,1.14865
1938,35,1.22088
1938,36,1.12599
1938,37,1.26533
1938,38,1.25190
1938,39,1.32235
1938,40,1.26245
1938,41,1.36639
1938,42,1.27571
1938,43,1.41939
1938,44,1.34901
1938,45,1.40986
1938,46,1.37600
1938,47,1.36578
1938,48,1.43255
1938,49,1.43174
1938,50,1.50133
1938,51,1.52528
1938,52,1.52323
1938,53,1.52456
1938,54,1.47756
1938,55,1.52483
1938,56,1.45799
1938,57,1.53925
1938,58,1.53324
1938,59,1.52773
1938,60,1.53532
1938,61,1.52446
1938,62,1.40814
1938,63,1.43747
1938,64,1.44119
1938,65,1.46445
1938,66,1.43382
1938,67,1.41205
1938,68,1.38433
1938,69,1.43583
1938,70,1.38483
1938,71,1.41814
1938,72,1.37635
1938,73,1.41891
1938,74,1.35406
1938,75,1.31026
1938,76,1.30589
1938,77,1.38956
1938,78,1.35181
1938,79,1.39847
1938,80,1.33603
1938,81,1.35706
1938,82,1.30430
1938,83,1.27158
1938,84,1.30562
1938,85,1.28539
1938,86,1.28357
1938,87,1.26723
1938,88,1.28667
1938,89,1.30157
1938,90,1.24968
1938,91,1.22205
1938,92,1.19158
1938,93,1.13739
1938,94,1.38063
1938,95,1.33812
1938,96,1.36148
1938,97,1.14754
1938,98,0.84869
1938,99,1.58280
1938,100,0.71180
1939,0,1.28224
1939,1,1.11861
1939,2,1.13286
1939,3,1.12583
1939,4,1.24340
1939,5,1.20631
1939,6,1.23181
1939,7,1.27127
1939,8,1.38776
1939,9,1.21095
1939,10,1.15501
1939,11,1.44931
1939,12,0.98751
1939,13,1.02134
1939,14,1.03943
1939,15,1.07242
1939,16,1.20261
1939,17,1.07517
1939,18,1.17357
1939,19,1.27073
1939,20,1.27416
1939,21,1.19498
1939,22,1.31526
1939,23,1.15477
1939,24,1.22705
1939,25,1.15676
1939,26,1.14521
1939,27,1.13629
1939,28,1.05121
1939,29,1.08985
1939,30,1.18369
1939,31,1.08531
1939,32,1.11730
1939,33,1.17971
1939,34,1.10287
1939,35,1.17362
1939,36,1.19265
1939,37,1.13545
1939,38,1.42196
1939,39,1.25261
1939,40,1.38315
1939,41,1.33476
1939,42,1.27501
1939,43,1.29788
1939,44,1.30802
1939,45,1.34991
1939,46,1.39832
1939,47,1.38288
1939,48,1.41571
1939,49,1.41287
1939,50,1.49300
1939,51,1.47396
1939,52,1.48796
1939,53,1.56482
1939,54,1.59651
1939,55,1.55713
1939,56,1.56088
1939,57,1.62679
1939,58,1.58179
1939,59,1.58362
1939,60,1.60020
1939,61,1.52890
1939,62,1.53180
1939,63,1.46786
1939,64,1.45411
1939,65,1.43811
1939,66,1.40088
1939,67,1.42671
1939,68,1.40678
1939,69,1.37384
1939,70,1.35400
1939,71,1.36051
1939,72,1.36461
1939,73,1.40152
1939,74,1.37196
1939,75,1.31921
1939,76,1.32273
1939,77,1.36356
1939,78,1.38271
1939,79,1.41051
1939,80,1.26842
1939,81,1.28249
1939,82,1.31820
1939,83,1.30294
1939,84,1.24936
1939,85,1.28089
1939,86,1.22729
1939,87,1.26825
1939,88,1.21542
1939,89,1.21310
1939,90,1.25314
1939,91,1.19716
1939,92,1.27290
1939,93,1.24681
1939,94,1.18227
1939,95,1.02326
1939,96,1.21881
1939,97,1.28914
1939,98,0.97310
1939,99,1.10100
1939,100,1.26663
1940,0,1.32443
1940,1,1.18938
1940,2,1.07645
1940,3,1.14976
1940,4,1.16680
1940,5,1.26460
1940,6,1.12850
1940,7,1.20322
1940,8,1.04662
1940,9,1.18841
1940,10,1.19616
1940,11,1.19872
1940,12,1.12800
1940,13,0.94913
1940,14,1.19723
1940,15,1.11603
1940,16,1.32439
1940,17,1.72365
1940,18,1.96931
1940,19,1.88557
1940,20,2.03384
1940,21,2.35524
1940,22,3.19012
1940,23,3.05091
1940,24,2.72968
1940,25,2.01164
1940,26,2.12637
1940,27,1.95626
1940,28,1.75750
1940,29,1.67306
1940,30,1.66030
1940,31,1.78892
1940,32,1.63008
1940,33,1.53322
1940,34,1.54721
1940,35,1.57884
1940,36,1.42242
1940,37,1.41905
1940,38,1.46127
1940,39,1.46346
1940,40,1.30232
1940,41,1.49516
1940,42,1.44009
1940,43,1.51280
1940,44,1.53997
1940,45,1.48308
1940,46,1.47196
1940,47,1.54669
1940,48,1.49761
1940,49,1.39528
1940,50,1.52282
1940,51,1.65151
1940,52,1.63813
1940,53,1.65234
1940,54,1.55667
1940,55,1.62072
1940,56,1.66561
1940,57,1.77433
1940,58,1.70680
1940,59,1.61180
1940,60,1.55729
1940,61,1.60804
1940,62,1.58481
1940,63,1.54466
1940,64,1.52620
1940,65,1.43891
1940,66,1.48414
1940,67,1.41985
1940,68,1.41147
1940,69,1.39403
1940,70,1.36136
1940,71,1.29967
1940,72,1.32727
1940,73,1.32782
1940,74,1.35353
1940,75,1.35071
1940,76,1.32411
1940,77,1.28764
1940,78,1.35257
1940,79,1.36924
1940,80,1.25863
1940,81,1.33157
1940,82,1.24285
1940,83,1.31716
1940,84,1.29593
1940,85,1.23461
1940,86,1.32436
1940,87,1.28270
1940,88,1.17254
1940,89,1.21943
1940,90,1.12784
1940,91,1.26066
1940,92,1.12099
1940,93,1.09794
1940,94,1.19533
1940,95,1.18836
1940,96,0.99222
1940,97,1.28932
1940,98,1.18766
1940,99,1.34696
1940,100,1.48475
1941,0,1.29895
1941,1,1.09114
1941,2,1.09957
1941,3,1.14250
1941,4,1.17140
1941,5,1.15049
1941,6,1.30835
1941,7,1.15186
1941,8,1.21337
1941,9,1.23344
1941,10,1.21471
1941,11,1.20915
1941,12,1.27208
1941,13,1.12551
1941,14,1.22331
1941,15,1.16818
1941,16,1.30093
1941,17,1.57918
1941,18,1.73234
1941,19,1.77357
1941,20,1.51853
1941,21,1.54566
1941,22,1.90400
1941,23,2.99264
1941,24,2.65957
1941,25,1.80439
1941,26,1.67470
1941,27,1.51062
1941,28,1.65328
1941,29,1.45367
1941,30,1.58397
1941,31,1.65542
1941,32,1.57873
1941,33,1.47443
1941,34,1.54173
1941,35,1.55522
1941,36,1.52573
1941,37,1.59089
1941,38,1.47636
1941,39,1.47993
1941,40,1.51758
1941,41,1.47038
1941,42,1.56046
1941,43,1.36555
1941,44,1.45720
1941,45,1.47927
1941,46,1.36969
1941,47,1.48972
1941,48,1.43465
1941,49,1.41696
1941,50,1.52173
1941,51,1.52357
1941,52,1.58657
1941,53,1.55443
1941,54,1.62419
1941,55,1.66078
1941,56,1.67495
1941,57,1.71495
1941,58,1.63353
1941,59,1.68331
1941,60,1.63780
1941,61,1.64801
1941,62,1.61087
1941,63,1.58494
1941,64,1.60183
1941,65,1.52937
1941,66,1.42390
1941,67,1.48186
1941,68,1.49954
1941,69,1.41792
1941,70,1.35689
1941,71,1.37304
1941,72,1.34526
1941,73,1.35166
1941,74,1.38388
1941,75,1.36017
1941,76,1.40172
1941,77,1.37950
1941,78,1.34763
1941,79,1.34678
1941,80,1.33847
1941,81,1.32571
1941,82,1.30766
1941,83,1.25320
1941,84,1.31447
1941,85,1.23892
1941,86,1.22883
1941,87,1.22065
1941,88,1.06278
1941,89,1.27291
1941,90,1.22081
1941,91,1.08735
1941,92,1.11235
1941,93,1.03650
1941,94,1.01595
1941,95,1.12742
1941,96,1.21756
1941,97,0.91473
1941,98,1.00381
1941,99,0.74618
1941,100,1.18112
1942,0,1.29178
1942,1,1.17206
1942,2,1.15586
1942,3,1.11152
1942,4,1.27456
1942,5,1.17638
1942,6,1.33423
1942,7,1.36620
1942,8,1.20760
1942,9,1.38695
1942,10,1.43905
1942,11,1.35013
1942,12,1.15622
1942,13,1.29216
1942,14,1.17117
1942,15,1.15824
1942,16,1.92534
1942,17,3.26571
1942,18,3.48821
1942,19,4.06227
1942,20,3.54157
1942,21,3.45626
1942,22,3.51126
1942,23,4.52944
1942,24,4.46581
1942,25,3.51675
1942,26,2.91412
1942,27,2.49357
1942,28,2.32658
1942,29,2.27932
1942,30,2.46711
1942,31,2.58465
1942,32,2.41299
1942,33,2.33475
1942,34,2.00848
1942,35,1.90075
1942,36,1.69723
1942,37,1.82946
1942,38,1.66332
1942,39,1.69322
1942,40,1.65919
1942,41,1.55988
1942,42,1.49160
1942,43,1.48703
1942,44,1.56684
1942,45,1.49287
1942,46,1.36891
1942,47,1.42686
1942,48,1.50404
1942,49,1.45107
1942,50,1.50993
1942,51,1.50000
1942,52,1.57992
1942,53,1.60898
1942,54,1.59566
1942,55,1.67333
1942,56,1.60148
1942,57,1.66259
1942,58,1.63020
1942,59,1.61237
1942,60,1.66361
1942,61,1.64111
1942,62,1.53654
1942,63,1.65114
1942,64,1.62410
1942,65,1.59011
1942,66,1.53476
1942,67,1.50752
1942,68,1.51611
1942,69,1.50315
1942,70,1.41986
1942,71,1.39427
1942,72,1.41233
1942,73,1.40206
1942,74,1.37529
1942,75,1.34537
1942,76,1.40640
1942,77,1.39735
1942,78,1.36841
1942,79,1.34861
1942,80,1.30966
1942,81,1.27232
1942,82,1.29153
1942,83,1.35031
1942,84,1.31378
1942,85,1.23008
1942,86,1.25151
1942,87,1.25154
1942,88,1.25591
1942,89,1.19128
1942,90,1.19634
1942,91,1.22905
1942,92,1.25440
1942,93,1.23467
1942,94,1.14656
1942,95,1.06121
1942,96,1.21422
1942,97,1.33074
1942,98,1.11347
1942,99,1.20048
1942,100,0.52549
1943,0,1.27858
1943,1,1.06392
1943,2,1.12900
1943,3,1.21491
1943,4,1.01417
1943,5,1.25000
1943,6,1.36934
1943,7,1.37858
1943,8,1.39077
1943,9,1.52599
1943,10,1.27980
1943,11,1.09159
1943,12,1.08080
1943,13,1.09766
1943,14,1.10246
1943,15,1.06685
1943,16,2.27847
1943,17,4.90939
1943,18,5.73521
1943,19,5.70374
1943,20,6.03579
1943,21,5.62451
1943,22,4.80569
1943,23,4.40306
1943,24,5.15319
1943,25,5.28049
1943,26,4.28534
1943,27,3.34324
1943,28,2.80848
1943,29,3.20896
1943,30,2.94589
1943,31,2.73826
1943,32,2.57786
1943,33,2.48022
1943,34,2.22277
1943,35,2.09465
1943,36,1.90919
1943,37,1.74493
1943,38,1.61902
1943,39,1.70452
1943,40,1.59607
1943,41,1.52519
1943,42,1.58323
1943,43,1.43421
1943,44,1.45202
1943,45,1.42633
1943,46,1.51005
1943,47,1.53240
1943,48,1.43441
1943,49,1.46560
1943,50,1.55490
1943,51,1.58982
1943,52,1.60622
1943,53,1.66832
1943,54,1.60056
1943,55,1.60453
1943,56,1.71796
1943,57,1.75290
1943,58,1.66879
1943,59,1.64497
1943,60,1.65884
1943,61,1.65211
1943,62,1.59161
1943,63,1.58629
1943,64,1.61928
1943,65,1.58003
1943,66,1.55020
1943,67,1.45220
1943,68,1.44682
1943,69,1.47987
1943,70,1.36788
1943,71,1.40956
1943,72,1.38078
1943,73,1.31709
1943,74,1.32810
1943,75,1.33796
1943,76,1.34227
1943,77,1.40827
1943,78,1.33025
1943,79,1.29878
1943,80,1.29900
1943,81,1.24547
1943,82,1.22987
1943,83,1.25365
1943,84,1.21514
1943,85,1.23761
1943,86,1.28150
1943,87,1.23768
1943,88,1.21020
1943,89,1.36228
1943,90,1.18422
1943,91,1.15546
1943,92,1.18146
1943,93,1.27177
1943,94,1.29897
1943,95,1.09937
1943,96,1.35635
1943,97,1.10983
1943,98,1.19352
1943,99,0.94216
1943,100,1.28057
1944,0,1.26881
1944,1,1.10240
1944,2,1.22041
1944,3,1.19594
1944,4,1.26629
1944,5,1.12713
1944,6,1.52196
1944,7,1.29683
1944,8,1.38798
1944,9,1.54734
1944,10,1.25027
1944,11,1.27159
1944,12,1.20871
1944,13,1.36249
1944,14,1.33137
1944,15,1.22231
1944,16,2.79255
1944,17,5.73010
1944,18,7.80455
1944,19,7.51297
1944,20,8.17413
1944,21,7.07030
1944,22,6.63596
1944,23,4.84738
1944,24,4.56947
1944,25,5.22386
1944,26,5.42598
1944,27,4.29022
1944,28,3.92824
1944,29,3.13756
1944,30,2.90339
1944,31,2.92921
1944,32,2.63133
1944,33,2.39546
1944,34,2.18490
1944,35,2.15721
1944,36,2.08875
1944,37,1.76929
1944,38,1.74129
1944,39,1.60994
1944,40,1.63918
1944,41,1.61661
1944,42,1.56084
1944,43,1.50204
1944,44,1.49747
1944,45,1.46023
1944,46,1.44829
1944,47,1.48596
1944,48,1.45468
1944,49,1.56039
1944,50,1.51831
1944,51,1.54654
1944,52,1.57225
1944,53,1.59434
1944,54,1.67609
1944,55,1.63010
1944,56,1.68451
1944,57,1.70201
1944,58,1.75766
1944,59,1.74700
1944,60,1.69952
1944,61,1.74003
1944,62,1.72837
1944,63,1.66869
1944,64,1.63345
1944,65,1.64674
1944,66,1.57555
1944,67,1.55805
1944,68,1.47626
1944,69,1.54745
1944,70,1.42360
1944,71,1.40402
1944,72,1.42849
1944,73,1.37930
1944,74,1.38410
1944,75,1.36661
1944,76,1.37581
1944,77,1.34557
1944,78,1.35258
1944,79,1.34282
1944,80,1.29340
1944,81,1.29646
1944,82,1.32468
1944,83,1.30422
1944,84,1.23113
1944,85,1.27749
1944,86,1.33998
1944,87,1.31154
1944,88,1.33130
1944,89,1.30726
1944,90,1.19983
1944,91,1.28651
1944,92,1.31221
1944,93,1.12631
1944,94,1.26547
1944,95,1.38222
1944,96,1.31521
1944,97,1.18530
1944,98,0.90215
1944,99,1.77082
1944,100,0.21894
1945,0,1.28075
1945,1,1.12628
1945,2,1.10371
1945,3,1.15861
1945,4,1.37719
1945,5,1.23513
1945,6,1.46881
1945,7,1.38324
1945,8,1.35913
1945,9,1.28869
1945,10,1.38440
1945,11,1.36243
1945,12,1.32630
1945,13,1.26092
1945,14,1.26228
1945,15,1.17033
1945,16,2.26893
1945,17,5.30556
1945,18,9.44104
1945,19,9.23665
1945,20,10.21201
1945,21,9.72251
1945,22,9.28388
1945,23,8.73228
1945,24,7.14696
1945,25,6.85579
1945,26,7.44895
1945,27,7.71798
1945,28,6.32949
1945,29,5.19595
1945,30,4.72289
1945,31,4.42266
1945,32,4.14442
1945,33,3.67510
1945,34,3.49643
1945,35,2.93908
1945,36,2.68325
1945,37,2.49038
1945,38,2.13648
1945,39,1.97655
1945,40,1.91777
1945,41,1.84470
1945,42,1.69272
1945,43,1.60790
1945,44,1.52296
1945,45,1.55001
1945,46,1.53952
1945,47,1.55849
1945,48,1.42229
1945,49,1.58829
1945,50,1.53279
1945,51,1.58426
1945,52,1.58311
1945,53,1.62983
1945,54,1.66273
1945,55,1.64806
1945,56,1.69232
1945,57,1.72473
1945,58,1.72397
1945,59,1.70489
1945,60,1.72574
1945,61,1.76213
1945,62,1.63284
1945,63,1.66481
1945,64,1.62168
1945,65,1.63871
1945,66,1.64519
1945,67,1.57849
1945,68,1.51007
1945,69,1.45797
1945,70,1.40120
1945,71,1.45032
1945,72,1.37992
1945,73,1.33289
1945,74,1.34290
1945,75,1.33320
1945,76,1.31721
1945,77,1.32315
1945,78,1.33677
1945,79,1.33264
1945,80,1.28933
1945,81,1.28810
1945,82,1.33767
1945,83,1.27722
1945,84,1.24549
1945,85,1.23313
1945,86,1.28066
1945,87,1.28370
1945,88,1.29411
1945,89,1.19370
1945,90,1.25383
1945,91,1.05138
1945,92,1.31128
1945,93,1.17430
1945,94,1.36775
1945,95,1.34844
1945,96,1.18336
1945,97,1.15370
1945,98,0.97555
1945,99,1.09403
1945,100,0.52836
1946,0,1.30620
1946,1,1.11645
1946,2,1.14188
1946,3,1.27946
1946,4,1.40876
1946,5,1.22127
1946,6,1.33218
1946,7,1.20440
1946,8,1.43586
1946,9,1.36679
1946,10,1.41781
1946,11,1.39706
1946,12,1.17188
1946,13,1.33279
1946,14,1.22792
1946,15,1.38172
1946,16,1.33241
1946,17,1.52399
1946,18,1.27684
1946,19,1.49486
1946,20,1.15219
1946,21,1.33694
1946,22,1.00865
1946,23,1.07977
1946,24,1.00000
1946,25,0.80058
1946,26,0.87207
1946,27,0.93186
1946,28,1.02621
1946,29,0.88471
1946,30,0.93085
1946,31,1.02014
1946,32,1.04231
1946,33,1.05322
1946,34,1.02366
1946,35,1.08084
1946,36,1.00917
1946,37,1.15174
1946,38,1.16429
1946,39,1.18386
1946,40,1.20577
1946,41,1.21747
1946,42,1.34771
1946,43,1.28974
1946,44,1.38224
1946,45,1.39619
1946,46,1.38217
1946,47,1.49809
1946,48,1.45496
1946,49,1.48710
1946,50,1.50372
1946,51,1.54649
1946,52,1.63419
1946,53,1.71711
1946,54,1.59193
1946,55,1.61316
1946,56,1.69711
1946,57,1.71125
1946,58,1.69766
1946,59,1.78012
1946,60,1.68583
1946,61,1.72242
1946,62,1.61972
1946,63,1.60918
1946,64,1.72132
1946,65,1.56385
1946,66,1.60058
1946,67,1.55926
1946,68,1.52873
1946,69,1.48316
1946,70,1.41936
1946,71,1.41474
1946,72,1.39664
1946,73,1.31502
1946,74,1.32688
1946,75,1.33232
1946,76,1.33809
1946,77,1.34116
1946,78,1.33338
1946,79,1.30794
1946,80,1.33010
1946,81,1.31243
1946,82,1.27496
1946,83,1.25651
1946,84,1.29571
1946,85,1.28266
1946,86,1.21003
1946,87,1.24822
1946,88,1.26432
1946,89,1.23480
1946,90,1.30091
1946,91,1.24621
1946,92,1.13726
1946,93,1.14702
1946,94,1.06329
1946,95,1.22685
1946,96,1.39308
1946,97,1.21913
1946,98,1.06553
1946,99,1.91915
1946,100,0.90639
1947,0,1.28488
1947,1,1.16024
1947,2,1.22912
1947,3,1.34082
1947,4,1.26975
1947,5,1.32934
1947,6,1.36039
1947,7,1.41193
1947,8,1.48083
1947,9,1.34635
1947,10,1.33333
1947,11,1.48235
1947,12,1.18855
1947,13,1.24006
1947,14,1.26190
1947,15,1.39374
1947,16,1.62947
1947,17,1.22122
1947,18,1.05444
1947,19,1.03544
1947,20,0.95043
1947,21,0.99606
1947,22,1.10449
1947,23,0.91808
1947,24,0.95557
1947,25,1.02443
1947,26,0.89080
1947,27,1.02751
1947,28,0.92992
1947,29,1.14391
1947,30,1.08557
1947,31,1.09460
1947,32,1.09586
1947,33,1.06740
1947,34,1.13835
1947,35,1.08235
1947,36,1.09915
1947,37,1.17261
1947,38,1.19617
1947,39,1.26727
1947,40,1.27286
1947,41,1.17007
1947,42,1.25346
1947,43,1.35672
1947,44,1.36226
